dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
14_rest_train,1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,,,neutral,bar
14_rest_train,2767,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",,,positive,parmesean porcini souffle
14_rest_train,2767,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",,,positive,lamb glazed with balsamic vinegar
14_rest_train,3327,The food at this place is 'gourmet' Indian cuisine.,,,neutral,food
14_rest_train,3327,The food at this place is 'gourmet' Indian cuisine.,,,neutral,'gourmet' Indian cuisine
14_rest_train,898,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,,,negative,bar
14_rest_train,898,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,,,negative,pub
14_rest_train,483,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",,,positive,corned beef sandwich
14_rest_train,359,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",,,positive,pizza
14_rest_train,2795,Priced at upper intermediate range.,,,negative,Priced
14_rest_train,767,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",,,negative,food
14_rest_train,767,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",,,negative,amount
14_rest_train,3157,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,,,positive,olive cream cheese
14_rest_train,3157,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,,,positive,lox spread
14_rest_train,3157,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,,,neutral,bagel
14_rest_train,2938,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",,,positive,service
14_rest_train,662,I always get the Shabu-Shabu dinner and the beef is always fresh.,,,neutral,Shabu-Shabu dinner
14_rest_train,1393,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,,,negative,Green Curry dish
14_rest_train,2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",,,negative,wait staff
14_rest_train,2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",,,neutral,ambiance
14_rest_train,53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",,,positive,bar food
14_rest_train,53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",,,positive,menu
14_rest_train,53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",,,positive,hand-crafted beers
14_rest_train,2025,No free drink.,,,neutral,drink
14_rest_train,259,This is my first time writing a review for a restaurant because the food and service was excellent.,,,positive,food
14_rest_train,259,This is my first time writing a review for a restaurant because the food and service was excellent.,,,positive,service
14_rest_train,1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",,,positive,capex
14_rest_train,1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",,,neutral,bagels
14_rest_train,1312,The two star chefs left quite some time ago to open their own place.,,,neutral,chefs
14_rest_train,1565,Don't waste money on decor.,,,neutral,decor
14_rest_train,2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,,,positive,back garden
14_rest_train,2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,,,positive,lunch specials
14_rest_train,2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,,,positive,outdoor seating
14_rest_train,839,"Given the incredible architecture surrounding it, this place has no character.",,,positive,architecture
14_rest_train,839,"Given the incredible architecture surrounding it, this place has no character.",,,negative,place
14_rest_train,457,I'd call it an 'italian dinner'.,,,neutral,dinner
14_rest_train,3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",,,positive,drinks
14_rest_train,3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",,,negative,place
14_rest_train,531,Have frequented 'ino for several years and the food remains excellent.,,,positive,food
14_rest_train,450,"Their eggplant is so delicate, sweet tender!",,,positive,eggplant
14_rest_train,3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",,,positive,food
14_rest_train,2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,,,positive,food
14_rest_train,2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,,,positive,quality of food
14_rest_train,2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,,,neutral,priced
14_rest_train,1659,I have never before eaten 40 pieces of relatively good nigiri.,,,neutral,nigiri
14_rest_train,2606,My friend got the mushroom pizza which tasted better.,,,positive,mushroom pizza
14_rest_train,2887,If you like spicy food get the chicken vindaloo.,,,neutral,spicy food
14_rest_train,942,The prices are wonderfully low.,,,positive,prices
14_rest_train,2356,And the fried clams had just enough kick to them to make 'em worth eating.,,,positive,fried clams
14_rest_train,1199,The sauces used are also not that exciting.,,,negative,sauces
14_rest_train,2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,,,positive,lunch menu
14_rest_train,2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,,,positive,appetizer
14_rest_train,2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,,,positive,entree
14_rest_train,340,The rice was poor quality and was cooked so badly it was hard.,,,negative,rice
14_rest_train,340,The rice was poor quality and was cooked so badly it was hard.,,,negative,quality
14_rest_train,340,The rice was poor quality and was cooked so badly it was hard.,,,negative,cooked
14_rest_train,228,We had champagne and caviar and felt like princesses!,,,positive,champagne
14_rest_train,228,We had champagne and caviar and felt like princesses!,,,positive,caviar
14_rest_train,651,The shrimp scampi was excellent and the antipasti were plentiful.,,,positive,shrimp scampi
